pdf_url,legislation_type,identifier
http://www.legislation.gov.uk/ukla/Vict/10-11/93/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/10-11
http://www.legislation.gov.uk/ukla/Vict/10-11/93/pdfs/ukla_Vict10-110093_en.pdf,ukla,Vict/10-11/93
http://www.legislation.gov.uk/ukla/Vict/10-11/95/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/10-11
http://www.legislation.gov.uk/ukla/Vict/10-11/95/pdfs/ukla_Vict10-110095_en.pdf,ukla,Vict/10-11/95
http://www.legislation.gov.uk/ukla/Vict/10-11/96/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/10-11
http://www.legislation.gov.uk/ukla/Vict/10-11/98/pdfs/ukla_Vict10-110098_en.pdf,ukla,Vict/10-11/98
http://www.legislation.gov.uk/ukla/Vict/10-11/99/pdfs/ukla_Vict10-110099_en.pdf,ukla,Vict/10-11/99
http://www.legislation.gov.uk/ukla/Vict/11-12/1/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/1/pdfs/ukla_Vict11-120001_en.pdf,ukla,Vict/11-12/1
http://www.legislation.gov.uk/ukla/Vict/11-12/10/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/100/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/100/pdfs/ukla_Vict11-120100_en.pdf,ukla,Vict/11-12/100
http://www.legislation.gov.uk/ukla/Vict/11-12/101/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/103/pdfs/ukla_Vict11-120103_en.pdf,ukla,Vict/11-12/103
http://www.legislation.gov.uk/ukla/Vict/11-12/104/pdfs/ukla_Vict11-120104_en.pdf,ukla,Vict/11-12/104
http://www.legislation.gov.uk/ukla/Vict/11-12/105/pdfs/ukla_Vict11-120105_en.pdf,ukla,Vict/11-12/105
http://www.legislation.gov.uk/ukla/Vict/11-12/106/pdfs/ukla_Vict11-120106_en.pdf,ukla,Vict/11-12/106
http://www.legislation.gov.uk/ukla/Vict/11-12/107/pdfs/ukla_Vict11-120107_en.pdf,ukla,Vict/11-12/107
http://www.legislation.gov.uk/ukla/Vict/11-12/108/pdfs/ukla_Vict11-120108_en.pdf,ukla,Vict/11-12/108
http://www.legislation.gov.uk/ukla/Vict/11-12/109/pdfs/ukla_Vict11-120109_en.pdf,ukla,Vict/11-12/109
http://www.legislation.gov.uk/ukla/Vict/11-12/110/pdfs/ukla_Vict11-120110_en.pdf,ukla,Vict/11-12/110
http://www.legislation.gov.uk/ukla/Vict/11-12/111/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/111/pdfs/ukla_Vict11-120111_en.pdf,ukla,Vict/11-12/111
http://www.legislation.gov.uk/ukla/Vict/11-12/112/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/113/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/114/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/116/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/116/pdfs/ukla_Vict11-120116_en.pdf,ukla,Vict/11-12/116
http://www.legislation.gov.uk/ukla/Vict/11-12/118/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/118/pdfs/ukla_Vict11-120118_en.pdf,ukla,Vict/11-12/118
http://www.legislation.gov.uk/ukla/Vict/11-12/12/pdfs/ukla_Vict11-120012_en.pdf,ukla,Vict/11-12/12
http://www.legislation.gov.uk/ukla/Vict/11-12/120/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/120/pdfs/ukla_Vict11-120120_en.pdf,ukla,Vict/11-12/120
http://www.legislation.gov.uk/ukla/Vict/11-12/121/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/122/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/124/pdfs/ukla_Vict11-120124_en.pdf,ukla,Vict/11-12/124
http://www.legislation.gov.uk/ukla/Vict/11-12/125/pdfs/ukla_Vict11-120125_en.pdf,ukla,Vict/11-12/125
http://www.legislation.gov.uk/ukla/Vict/11-12/126/pdfs/ukla_Vict11-120126_en.pdf,ukla,Vict/11-12/126
http://www.legislation.gov.uk/ukla/Vict/11-12/127/pdfs/ukla_Vict11-120127_en.pdf,ukla,Vict/11-12/127
http://www.legislation.gov.uk/ukla/Vict/11-12/128/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/128/pdfs/ukla_Vict11-120128_en.pdf,ukla,Vict/11-12/128
http://www.legislation.gov.uk/ukla/Vict/11-12/129/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/13/pdfs/ukla_Vict11-120013_en.pdf,ukla,Vict/11-12/13
http://www.legislation.gov.uk/ukla/Vict/11-12/130/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/131/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/132/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/132/pdfs/ukla_Vict11-120132_en.pdf,ukla,Vict/11-12/132
http://www.legislation.gov.uk/ukla/Vict/11-12/133/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/135/pdfs/ukla_Vict11-120135_en.pdf,ukla,Vict/11-12/135
http://www.legislation.gov.uk/ukla/Vict/11-12/136/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/136/pdfs/ukla_Vict11-120136_en.pdf,ukla,Vict/11-12/136
http://www.legislation.gov.uk/ukla/Vict/11-12/137/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/138/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/139/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/14/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/14/pdfs/ukla_Vict11-120014_en.pdf,ukla,Vict/11-12/14
http://www.legislation.gov.uk/ukla/Vict/11-12/140/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/141/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/142/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/144/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/144/pdfs/ukla_Vict11-120144_en.pdf,ukla,Vict/11-12/144
http://www.legislation.gov.uk/ukla/Vict/11-12/145/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/145/pdfs/ukla_Vict11-120145_en.pdf,ukla,Vict/11-12/145
http://www.legislation.gov.uk/ukla/Vict/11-12/146/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/147/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/149/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/149/pdfs/ukla_Vict11-120149_en.pdf,ukla,Vict/11-12/149
http://www.legislation.gov.uk/ukla/Vict/11-12/15/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/150/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/151/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/152/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/153/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/154/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/155/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/156/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/157/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/157/pdfs/ukla_Vict11-120157_en.pdf,ukla,Vict/11-12/157
http://www.legislation.gov.uk/ukla/Vict/11-12/159/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/159/pdfs/ukla_Vict11-120159_en.pdf,ukla,Vict/11-12/159
http://www.legislation.gov.uk/ukla/Vict/11-12/16/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/161/pdfs/ukla_Vict11-120161_en.pdf,ukla,Vict/11-12/161
http://www.legislation.gov.uk/ukla/Vict/11-12/162/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/162/pdfs/ukla_Vict11-120162_en.pdf,ukla,Vict/11-12/162
http://www.legislation.gov.uk/ukla/Vict/11-12/18/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/18/pdfs/ukla_Vict11-120018_en.pdf,ukla,Vict/11-12/18
http://www.legislation.gov.uk/ukla/Vict/11-12/20/pdfs/ukla_Vict11-120020_en.pdf,ukla,Vict/11-12/20
http://www.legislation.gov.uk/ukla/Vict/11-12/21/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/21/pdfs/ukla_Vict11-120021_en.pdf,ukla,Vict/11-12/21
http://www.legislation.gov.uk/ukla/Vict/11-12/22/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/24/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/25/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/26/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/27/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/29/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/29/pdfs/ukla_Vict11-120029_en.pdf,ukla,Vict/11-12/29
http://www.legislation.gov.uk/ukla/Vict/11-12/3/pdfs/ukla_Vict11-120003_en.pdf,ukla,Vict/11-12/3
http://www.legislation.gov.uk/ukla/Vict/11-12/30/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/32/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/32/pdfs/ukla_Vict11-120032_en.pdf,ukla,Vict/11-12/32
http://www.legislation.gov.uk/ukla/Vict/11-12/33/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/34/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/35/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/36/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/37/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/38/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/39/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/4/pdfs/ukla_Vict11-120004_en.pdf,ukla,Vict/11-12/4
http://www.legislation.gov.uk/ukla/Vict/11-12/41/pdfs/ukla_Vict11-120041_en.pdf,ukla,Vict/11-12/41
http://www.legislation.gov.uk/ukla/Vict/11-12/42/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/42/pdfs/ukla_Vict11-120042_en.pdf,ukla,Vict/11-12/42
http://www.legislation.gov.uk/ukla/Vict/11-12/44/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/44/pdfs/ukla_Vict11-120044_en.pdf,ukla,Vict/11-12/44
http://www.legislation.gov.uk/ukla/Vict/11-12/46/pdfs/ukla_Vict11-120046_en.pdf,ukla,Vict/11-12/46
http://www.legislation.gov.uk/ukla/Vict/11-12/47/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/47/pdfs/ukla_Vict11-120047_en.pdf,ukla,Vict/11-12/47
http://www.legislation.gov.uk/ukla/Vict/11-12/48/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/5/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/5/pdfs/ukla_Vict11-120005_en.pdf,ukla,Vict/11-12/5
http://www.legislation.gov.uk/ukla/Vict/11-12/50/pdfs/ukla_Vict11-120050_en.pdf,ukla,Vict/11-12/50
http://www.legislation.gov.uk/ukla/Vict/11-12/51/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/51/pdfs/ukla_Vict11-120051_en.pdf,ukla,Vict/11-12/51
http://www.legislation.gov.uk/ukla/Vict/11-12/53/pdfs/ukla_Vict11-120053_en.pdf,ukla,Vict/11-12/53
http://www.legislation.gov.uk/ukla/Vict/11-12/54/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/54/pdfs/ukla_Vict11-120054_en.pdf,ukla,Vict/11-12/54
http://www.legislation.gov.uk/ukla/Vict/11-12/56/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/56/pdfs/ukla_Vict11-120056_en.pdf,ukla,Vict/11-12/56
http://www.legislation.gov.uk/ukla/Vict/11-12/58/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/58/pdfs/ukla_Vict11-120058_en.pdf,ukla,Vict/11-12/58
http://www.legislation.gov.uk/ukla/Vict/11-12/59/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/60/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/61/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/63/pdfs/ukla_Vict11-120063_en.pdf,ukla,Vict/11-12/63
http://www.legislation.gov.uk/ukla/Vict/11-12/64/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/64/pdfs/ukla_Vict11-120064_en.pdf,ukla,Vict/11-12/64
http://www.legislation.gov.uk/ukla/Vict/11-12/65/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/66/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/67/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/69/pdfs/ukla_Vict11-120069_en.pdf,ukla,Vict/11-12/69
http://www.legislation.gov.uk/ukla/Vict/11-12/7/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/7/pdfs/ukla_Vict11-120007_en.pdf,ukla,Vict/11-12/7
http://www.legislation.gov.uk/ukla/Vict/11-12/70/pdfs/ukla_Vict11-120070_en.pdf,ukla,Vict/11-12/70
http://www.legislation.gov.uk/ukla/Vict/11-12/71/pdfs/ukla_Vict11-120071_en.pdf,ukla,Vict/11-12/71
http://www.legislation.gov.uk/ukla/Vict/11-12/72/pdfs/ukla_Vict11-120072_en.pdf,ukla,Vict/11-12/72
http://www.legislation.gov.uk/ukla/Vict/11-12/73/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/73/pdfs/ukla_Vict11-120073_en.pdf,ukla,Vict/11-12/73
http://www.legislation.gov.uk/ukla/Vict/11-12/75/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/75/pdfs/ukla_Vict11-120075_en.pdf,ukla,Vict/11-12/75
http://www.legislation.gov.uk/ukla/Vict/11-12/76/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/78/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/78/pdfs/ukla_Vict11-120078_en.pdf,ukla,Vict/11-12/78
http://www.legislation.gov.uk/ukla/Vict/11-12/8/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/80/pdfs/ukla_Vict11-120080_en.pdf,ukla,Vict/11-12/80
http://www.legislation.gov.uk/ukla/Vict/11-12/81/pdfs/ukla_Vict11-120081_en.pdf,ukla,Vict/11-12/81
http://www.legislation.gov.uk/ukla/Vict/11-12/82/pdfs/ukla_Vict11-120082_en.pdf,ukla,Vict/11-12/82
http://www.legislation.gov.uk/ukla/Vict/11-12/83/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/83/pdfs/ukla_Vict11-120083_en.pdf,ukla,Vict/11-12/83
http://www.legislation.gov.uk/ukla/Vict/11-12/84/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/85/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/86/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/87/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/88/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/9/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/90/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/90/pdfs/ukla_Vict11-120090_en.pdf,ukla,Vict/11-12/90
http://www.legislation.gov.uk/ukla/Vict/11-12/91/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/92/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/94/pdfs/ukla_Vict11-120094_en.pdf,ukla,Vict/11-12/94
http://www.legislation.gov.uk/ukla/Vict/11-12/95/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/95/pdfs/ukla_Vict11-120095_en.pdf,ukla,Vict/11-12/95
http://www.legislation.gov.uk/ukla/Vict/11-12/96/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/11-12
http://www.legislation.gov.uk/ukla/Vict/11-12/98/pdfs/ukla_Vict11-120098_en.pdf,ukla,Vict/11-12/98
http://www.legislation.gov.uk/ukla/Vict/11-12/99/pdfs/ukla_Vict11-120099_en.pdf,ukla,Vict/11-12/99
http://www.legislation.gov.uk/ukla/Vict/12-13/1/pdfs/ukla_Vict12-130001_en.pdf,ukla,Vict/12-13/1
http://www.legislation.gov.uk/ukla/Vict/12-13/11/pdfs/ukla_Vict12-130011_en.pdf,ukla,Vict/12-13/11
http://www.legislation.gov.uk/ukla/Vict/12-13/12/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/12/pdfs/ukla_Vict12-130012_en.pdf,ukla,Vict/12-13/12
http://www.legislation.gov.uk/ukla/Vict/12-13/13/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/14/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/14/pdfs/ukla_Vict12-130014_en.pdf,ukla,Vict/12-13/14
http://www.legislation.gov.uk/ukla/Vict/12-13/15/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/16/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/18/pdfs/ukla_Vict12-130018_en.pdf,ukla,Vict/12-13/18
http://www.legislation.gov.uk/ukla/Vict/12-13/19/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/19/pdfs/ukla_Vict12-130019_en.pdf,ukla,Vict/12-13/19
http://www.legislation.gov.uk/ukla/Vict/12-13/2/pdfs/ukla_Vict12-130002_en.pdf,ukla,Vict/12-13/2
http://www.legislation.gov.uk/ukla/Vict/12-13/20/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/21/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/23/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/23/pdfs/ukla_Vict12-130023_en.pdf,ukla,Vict/12-13/23
http://www.legislation.gov.uk/ukla/Vict/12-13/24/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/26/pdfs/ukla_Vict12-130026_en.pdf,ukla,Vict/12-13/26
http://www.legislation.gov.uk/ukla/Vict/12-13/27/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/27/pdfs/ukla_Vict12-130027_en.pdf,ukla,Vict/12-13/27
http://www.legislation.gov.uk/ukla/Vict/12-13/28/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/29/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/3/pdfs/ukla_Vict12-130003_en.pdf,ukla,Vict/12-13/3
http://www.legislation.gov.uk/ukla/Vict/12-13/30/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/32/pdfs/ukla_Vict12-130032_en.pdf,ukla,Vict/12-13/32
http://www.legislation.gov.uk/ukla/Vict/12-13/33/pdfs/ukla_Vict12-130033_en.pdf,ukla,Vict/12-13/33
http://www.legislation.gov.uk/ukla/Vict/12-13/34/pdfs/ukla_Vict12-130034_en.pdf,ukla,Vict/12-13/34
http://www.legislation.gov.uk/ukla/Vict/12-13/35/pdfs/ukla_Vict12-130035_en.pdf,ukla,Vict/12-13/35
http://www.legislation.gov.uk/ukla/Vict/12-13/36/pdfs/ukla_Vict12-130036_en.pdf,ukla,Vict/12-13/36
http://www.legislation.gov.uk/ukla/Vict/12-13/37/pdfs/ukla_Vict12-130037_en.pdf,ukla,Vict/12-13/37
http://www.legislation.gov.uk/ukla/Vict/12-13/38/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/38/pdfs/ukla_Vict12-130038_en.pdf,ukla,Vict/12-13/38
http://www.legislation.gov.uk/ukla/Vict/12-13/39/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/39/pdfs/ukla_Vict12-130039_en.pdf,ukla,Vict/12-13/39
http://www.legislation.gov.uk/ukla/Vict/12-13/4/pdfs/ukla_Vict12-130004_en.pdf,ukla,Vict/12-13/4
http://www.legislation.gov.uk/ukla/Vict/12-13/40/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/42/pdfs/ukla_Vict12-130042_en.pdf,ukla,Vict/12-13/42
http://www.legislation.gov.uk/ukla/Vict/12-13/43/pdfs/ukla_Vict12-130043_en.pdf,ukla,Vict/12-13/43
http://www.legislation.gov.uk/ukla/Vict/12-13/44/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/44/pdfs/ukla_Vict12-130044_en.pdf,ukla,Vict/12-13/44
http://www.legislation.gov.uk/ukla/Vict/12-13/46/pdfs/ukla_Vict12-130046_en.pdf,ukla,Vict/12-13/46
http://www.legislation.gov.uk/ukla/Vict/12-13/47/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/47/pdfs/ukla_Vict12-130047_en.pdf,ukla,Vict/12-13/47
http://www.legislation.gov.uk/ukla/Vict/12-13/48/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
http://www.legislation.gov.uk/ukla/Vict/12-13/5/data.xml: database disk image is malformed. Response returned without caching.,ukla,Vict/12-13
