pdf_url,legislation_type,identifier
http://www.legislation.gov.uk/nisro/1922/1/pdfs/nisro_19220001_en.pdf,nisro,1922/1
http://www.legislation.gov.uk/nisro/1930/1/pdfs/nisro_19300001_en.pdf,nisro,1930/1
http://www.legislation.gov.uk/nisro/1940/10/pdfs/nisro_19400010_en.pdf,nisro,1940/10
http://www.legislation.gov.uk/ukpga/1953/25/pdfs/ukpga_19530025_en.pdf,ukpga,1953/25
http://www.legislation.gov.uk/nisro/1960/1/pdfs/nisro_19600001_en.pdf,nisro,1960/1
